timestamp,user_id,event_type,trace_id,details
1773242504.3998244,User-001,started,trace_0109,"601 requests, 47,714 initial tokens"
1773242504.4501889,User-002,started,trace_0466,"14 requests, 104,290 initial tokens"
1773242504.5003335,User-003,started,trace_0485,"137 requests, 69,944 initial tokens"
1773242504.5504835,User-004,started,trace_0392,"21 requests, 12,073 initial tokens"
1773242504.6006234,User-005,started,trace_0009,"33 requests, 43,698 initial tokens"
1773242504.6507666,User-006,started,trace_0288,"116 requests, 24,567 initial tokens"
1773242504.700911,User-007,started,trace_0504,"69 requests, 124,901 initial tokens"
1773242504.751053,User-008,started,trace_0589,"54 requests, 12,249 initial tokens"
1773242504.8012147,User-009,started,trace_0172,"466 requests, 89,509 initial tokens"
1773242504.8514478,User-010,started,trace_0242,"48 requests, 15,422 initial tokens"
1773242504.901619,User-011,started,trace_0441,"26 requests, 71,284 initial tokens"
1773242504.9517589,User-012,started,trace_0043,"157 requests, 18,768 initial tokens"
1773242505.0018797,User-013,started,trace_0220,"382 requests, 19,105 initial tokens"
1773242505.051996,User-014,started,trace_0561,"89 requests, 40,023 initial tokens"
1773242505.102123,User-015,started,trace_0180,"209 requests, 20,698 initial tokens"
1773242505.15224,User-016,started,trace_0108,"136 requests, 47,006 initial tokens"
1773242505.2023585,User-017,started,trace_0046,"442 requests, 11,578 initial tokens"
1773242505.252493,User-018,started,trace_0042,"12 requests, 132,684 initial tokens"
1773242505.3026767,User-019,started,trace_0387,"44 requests, 28,379 initial tokens"
1773242505.3528643,User-020,started,trace_0116,"430 requests, 18,847 initial tokens"
1773242505.4029872,User-021,started,trace_0623,"10 requests, 138,690 initial tokens"
1773242505.453116,User-022,started,trace_0010,"33 requests, 43,698 initial tokens"
1773242505.5032434,User-023,started,trace_0205,"826 requests, 21,879 initial tokens"
1773242505.5533884,User-024,started,trace_0488,"111 requests, 12,462 initial tokens"
1773242505.6035638,User-025,started,trace_0434,"23 requests, 12,351 initial tokens"
1773242505.6537025,User-026,started,trace_0230,"13 requests, 18,135 initial tokens"
1773242505.7038348,User-027,started,trace_0473,"92 requests, 51,090 initial tokens"
1773242505.7539752,User-028,started,trace_0519,"36 requests, 11,729 initial tokens"
1773242505.804122,User-029,started,trace_0606,"202 requests, 83,315 initial tokens"
1773242505.8542519,User-030,started,trace_0191,"462 requests, 17,696 initial tokens"
1773242505.9045105,User-031,started,trace_0642,"156 requests, 71,729 initial tokens"
1773242505.9549363,User-032,started,trace_0430,"21 requests, 8,991 initial tokens"
1773242506.0051343,User-033,started,trace_0101,"179 requests, 19,700 initial tokens"
1773242506.0552602,User-034,started,trace_0062,"249 requests, 20,747 initial tokens"
1773242506.105373,User-035,started,trace_0209,"150 requests, 18,388 initial tokens"
1773242506.1554878,User-036,started,trace_0195,"124 requests, 18,147 initial tokens"
1773242506.2055972,User-037,started,trace_0575,"34 requests, 95,198 initial tokens"
1773242506.2557092,User-038,started,trace_0228,"70 requests, 17,413 initial tokens"
1773242506.3058224,User-039,started,trace_0285,"466 requests, 89,509 initial tokens"
1773242506.3559358,User-040,started,trace_0365,"30 requests, 53,540 initial tokens"
1773242624.4469755,User-041,started,trace_0078,"66 requests, 15,818 initial tokens"
1773242624.4971597,User-042,started,trace_0372,"179 requests, 20,583 initial tokens"
