timestamp,user_id,event_type,trace_id,details
1773216164.1862977,User-001,started,trace_0109,"601 requests, 47,714 initial tokens"
1773216164.2366798,User-002,started,trace_0466,"14 requests, 104,290 initial tokens"
1773216164.2868423,User-003,started,trace_0485,"137 requests, 69,944 initial tokens"
1773216164.3369858,User-004,started,trace_0392,"21 requests, 12,073 initial tokens"
1773216164.3871224,User-005,started,trace_0009,"33 requests, 43,698 initial tokens"
1773216164.4372594,User-006,started,trace_0288,"116 requests, 24,567 initial tokens"
1773216164.487388,User-007,started,trace_0504,"69 requests, 124,901 initial tokens"
1773216164.5375097,User-008,started,trace_0589,"54 requests, 12,249 initial tokens"
1773216164.5876086,User-009,started,trace_0172,"466 requests, 89,509 initial tokens"
1773216164.6377487,User-010,started,trace_0242,"48 requests, 15,422 initial tokens"
1773216164.6878786,User-011,started,trace_0441,"26 requests, 71,284 initial tokens"
1773216164.7380009,User-012,started,trace_0043,"157 requests, 18,768 initial tokens"
1773216164.788137,User-013,started,trace_0220,"382 requests, 19,105 initial tokens"
1773216164.8382769,User-014,started,trace_0561,"89 requests, 40,023 initial tokens"
1773216164.888412,User-015,started,trace_0180,"209 requests, 20,698 initial tokens"
1773216164.9385595,User-016,started,trace_0108,"136 requests, 47,006 initial tokens"
1773216164.988731,User-017,started,trace_0046,"442 requests, 11,578 initial tokens"
1773216165.0388682,User-018,started,trace_0042,"12 requests, 132,684 initial tokens"
1773216165.089,User-019,started,trace_0387,"44 requests, 28,379 initial tokens"
1773216165.1391246,User-020,started,trace_0116,"430 requests, 18,847 initial tokens"
1773216224.2081022,User-021,started,trace_0010,"33 requests, 43,698 initial tokens"
1773216224.2590961,User-022,started,trace_0205,"826 requests, 21,879 initial tokens"
1773216224.3098338,User-023,started,trace_0488,"111 requests, 12,462 initial tokens"
1773216224.360696,User-024,started,trace_0434,"23 requests, 12,351 initial tokens"
1773216254.2311883,User-025,started,trace_0430,"21 requests, 8,991 initial tokens"
1773216254.2821796,User-026,started,trace_0101,"179 requests, 19,700 initial tokens"
1773216254.3333817,User-027,started,trace_0062,"249 requests, 20,747 initial tokens"
1773216254.384029,User-028,started,trace_0209,"150 requests, 18,388 initial tokens"
1773216254.4347112,User-029,started,trace_0195,"124 requests, 18,147 initial tokens"
1773216284.2624722,User-030,started,trace_0577,"155 requests, 44,277 initial tokens"
1773216284.3130562,User-031,started,trace_0538,"12 requests, 12,200 initial tokens"
1773216284.363293,User-032,started,trace_0479,"84 requests, 29,130 initial tokens"
1773216314.2501287,User-033,started,trace_0245,"36 requests, 19,556 initial tokens"
1773216314.3004093,User-034,started,trace_0570,"114 requests, 9,565 initial tokens"
1773216314.3509352,User-035,started,trace_0290,"286 requests, 20,025 initial tokens"
1773216314.401743,User-036,started,trace_0344,"309 requests, 25,935 initial tokens"
1773216314.4528644,User-037,started,trace_0024,"26 requests, 20,387 initial tokens"
1773216344.2132494,User-038,started,trace_0354,"95 requests, 20,139 initial tokens"
1773216344.2635221,User-039,started,trace_0207,"52 requests, 8,868 initial tokens"
1773216344.3147998,User-040,started,trace_0550,"21 requests, 8,979 initial tokens"
1773216344.3661544,User-041,started,trace_0190,"129 requests, 18,480 initial tokens"
1773216344.417322,User-042,started,trace_0015,"21 requests, 27,518 initial tokens"
1773216344.4675984,User-043,started,trace_0139,"44 requests, 14,487 initial tokens"
1773216374.2801237,User-044,started,trace_0487,"41 requests, 12,303 initial tokens"
1773216374.3304958,User-045,started,trace_0627,"39 requests, 12,249 initial tokens"
1773216374.380716,User-046,started,trace_0214,"457 requests, 19,540 initial tokens"
1773216374.4308596,User-047,started,trace_0005,"382 requests, 19,105 initial tokens"
1773216374.4812112,User-048,started,trace_0079,"813 requests, 16,564 initial tokens"
1773216393.070859,User-039,truncated,trace_0207,"4/52 requests, 74.3% cache hit"
1773216393.0710557,User-049,started,trace_0565,"170 requests, 12,362 initial tokens"
1773216404.2609568,User-050,started,trace_0106,"273 requests, 84,352 initial tokens"
1773216414.652201,User-004,completed,trace_0392,"21/21 requests, 62.2% cache hit"
1773216414.6525047,User-051,started,trace_0336,"250 requests, 21,204 initial tokens"
1773216427.622778,User-031,completed,trace_0538,"12/12 requests, 88.6% cache hit"
1773216427.623021,User-052,started,trace_0302,"1034 requests, 17,188 initial tokens"
1773216434.2100341,User-053,started,trace_0436,"19 requests, 12,100 initial tokens"
1773216434.2602768,User-054,started,trace_0299,"204 requests, 18,414 initial tokens"
1773216434.3104813,User-055,started,trace_0124,"48 requests, 13,048 initial tokens"
1773216434.3608406,User-056,started,trace_0390,"21 requests, 11,702 initial tokens"
1773216460.1655276,User-025,completed,trace_0430,"21/21 requests, 26.8% cache hit"
1773216460.1659315,User-057,started,trace_0168,"322 requests, 19,035 initial tokens"
1773216464.294396,User-058,started,trace_0329,"298 requests, 20,065 initial tokens"
1773216464.3456495,User-059,started,trace_0522,"137 requests, 9,093 initial tokens"
1773216464.3961246,User-060,started,trace_0264,"337 requests, 21,171 initial tokens"
1773216464.44681,User-061,started,trace_0377,"339 requests, 19,568 initial tokens"
1773216494.2753108,User-062,started,trace_0352,"58 requests, 17,759 initial tokens"
1773216494.3258777,User-063,started,trace_0381,"980 requests, 15,829 initial tokens"
1773216494.376099,User-064,started,trace_0423,"22 requests, 59,204 initial tokens"
1773216524.227363,User-065,started,trace_0231,"495 requests, 18,258 initial tokens"
1773216524.2777073,User-066,started,trace_0082,"163 requests, 20,276 initial tokens"
1773216524.32914,User-067,started,trace_0110,"444 requests, 18,259 initial tokens"
1773216524.3797894,User-068,started,trace_0071,"159 requests, 19,484 initial tokens"
1773216524.4326153,User-069,started,trace_0315,"132 requests, 17,644 initial tokens"
1773216554.274156,User-070,started,trace_0281,"167 requests, 17,888 initial tokens"
1773216554.3251424,User-071,started,trace_0625,"26 requests, 9,020 initial tokens"
1773216554.3759406,User-072,started,trace_0181,"106 requests, 15,729 initial tokens"
1773216554.427109,User-073,started,trace_0003,"80 requests, 17,664 initial tokens"
1773216554.4773855,User-074,started,trace_0020,"21 requests, 20,289 initial tokens"
1773216554.5277553,User-075,started,trace_0493,"112 requests, 11,743 initial tokens"
1773216584.2763886,User-076,started,trace_0192,"301 requests, 21,599 initial tokens"
1773216584.326655,User-077,started,trace_0597,"35 requests, 12,224 initial tokens"
1773216584.3769302,User-078,started,trace_0076,"236 requests, 17,854 initial tokens"
1773216584.4276304,User-079,started,trace_0444,"41 requests, 11,943 initial tokens"
1773216584.4778316,User-080,started,trace_0156,"219 requests, 19,424 initial tokens"
1773216584.5281396,User-081,started,trace_0486,"14 requests, 12,133 initial tokens"
1773216614.2905533,User-082,started,trace_0121,"188 requests, 18,051 initial tokens"
1773216614.3407104,User-083,started,trace_0619,"26 requests, 79,450 initial tokens"
1773216621.2600598,User-040,completed,trace_0550,"21/21 requests, 36.7% cache hit"
1773216621.260298,User-084,started,trace_0153,"96 requests, 57,510 initial tokens"
1773216644.2752976,User-085,started,trace_0378,"113 requests, 18,530 initial tokens"
1773216644.325589,User-086,started,trace_0175,"472 requests, 18,279 initial tokens"
1773216674.296404,User-087,started,trace_0218,"530 requests, 15,161 initial tokens"
1773216674.346621,User-088,started,trace_0016,"181 requests, 64,831 initial tokens"
1773216674.3967915,User-089,started,trace_0531,"181 requests, 12,278 initial tokens"
1773216704.2576842,User-090,started,trace_0370,"32 requests, 17,925 initial tokens"
1773216704.3078558,User-091,started,trace_0313,"244 requests, 18,713 initial tokens"
1773216704.358045,User-092,started,trace_0208,"10 requests, 8,868 initial tokens"
1773216704.4119718,User-093,started,trace_0298,"183 requests, 20,481 initial tokens"
1773216704.4628077,User-094,started,trace_0484,"38 requests, 12,351 initial tokens"
1773216704.5140328,User-095,started,trace_0560,"38 requests, 12,351 initial tokens"
1773216734.2701855,User-096,started,trace_0267,"418 requests, 16,735 initial tokens"
1773216734.3213153,User-097,started,trace_0358,"42 requests, 25,259 initial tokens"
1773216734.3714724,User-098,started,trace_0258,"170 requests, 18,265 initial tokens"
1773216734.4216197,User-099,started,trace_0410,"22 requests, 12,332 initial tokens"
1773216734.4717817,User-100,started,trace_0523,"46 requests, 12,012 initial tokens"
1773216734.5223804,User-101,started,trace_0635,"38 requests, 12,351 initial tokens"
1773216764.296209,User-102,started,trace_0247,"237 requests, 19,785 initial tokens"
1773216764.3463807,User-103,started,trace_0539,"309 requests, 23,861 initial tokens"
1773216764.3990161,User-104,started,trace_0507,"231 requests, 54,116 initial tokens"
1773216899.5716455,User-092,truncated,trace_0208,"4/10 requests, 74.3% cache hit"
1773216899.571991,User-105,started,trace_0132,"48 requests, 18,964 initial tokens"
1773216936.83684,User-018,completed,trace_0042,"12/12 requests, 84.5% cache hit"
1773216936.837258,User-106,started,trace_0021,"382 requests, 19,105 initial tokens"
1773216980.2205071,User-056,completed,trace_0390,"21/21 requests, 24.8% cache hit"
1773216980.2208066,User-107,started,trace_0622,"25 requests, 12,333 initial tokens"
1773217067.0765212,User-053,completed,trace_0436,"19/19 requests, 76.4% cache hit"
1773217067.0767725,User-108,started,trace_0626,"145 requests, 12,872 initial tokens"
1773217169.477093,User-081,completed,trace_0486,"14/14 requests, 88.2% cache hit"
1773217169.4773848,User-109,started,trace_0579,"361 requests, 13,182 initial tokens"
1773217535.4152021,User-024,completed,trace_0434,"23/23 requests, 88.9% cache hit"
1773217535.4155445,User-110,started,trace_0137,"134 requests, 19,856 initial tokens"
1773217560.8300726,User-045,completed,trace_0627,"39/39 requests, 49.0% cache hit"
1773217560.830343,User-111,started,trace_0481,"50 requests, 91,770 initial tokens"
1773217581.300953,User-071,completed,trace_0625,"26/26 requests, 50.8% cache hit"
1773217581.3011923,User-112,started,trace_0475,"24 requests, 72,324 initial tokens"
1773218233.3807487,User-077,completed,trace_0597,"35/35 requests, 34.3% cache hit"
1773218233.3811378,User-113,started,trace_0586,"31 requests, 11,997 initial tokens"
1773218834.3905182,User-079,completed,trace_0444,"41/41 requests, 43.5% cache hit"
1773218834.3908317,User-114,started,trace_0409,"17 requests, 58,996 initial tokens"
