timestamp,user_id,event_type,trace_id,details
1773242495.0567503,User-001,started,trace_0109,"601 requests, 47,714 initial tokens"
1773242495.1071475,User-002,started,trace_0466,"14 requests, 104,290 initial tokens"
1773242495.1573029,User-003,started,trace_0485,"137 requests, 69,944 initial tokens"
1773242495.20745,User-004,started,trace_0392,"21 requests, 12,073 initial tokens"
1773242495.2575848,User-005,started,trace_0009,"33 requests, 43,698 initial tokens"
1773242495.3077228,User-006,started,trace_0288,"116 requests, 24,567 initial tokens"
1773242495.3578677,User-007,started,trace_0504,"69 requests, 124,901 initial tokens"
1773242495.4080007,User-008,started,trace_0589,"54 requests, 12,249 initial tokens"
1773242495.4581342,User-009,started,trace_0172,"466 requests, 89,509 initial tokens"
1773242495.5082777,User-010,started,trace_0242,"48 requests, 15,422 initial tokens"
1773242495.5584078,User-011,started,trace_0441,"26 requests, 71,284 initial tokens"
1773242495.608543,User-012,started,trace_0043,"157 requests, 18,768 initial tokens"
1773242495.6586695,User-013,started,trace_0220,"382 requests, 19,105 initial tokens"
1773242495.7087953,User-014,started,trace_0561,"89 requests, 40,023 initial tokens"
1773242495.7589202,User-015,started,trace_0180,"209 requests, 20,698 initial tokens"
1773242495.8090463,User-016,started,trace_0108,"136 requests, 47,006 initial tokens"
1773242495.859179,User-017,started,trace_0046,"442 requests, 11,578 initial tokens"
1773242495.9093072,User-018,started,trace_0042,"12 requests, 132,684 initial tokens"
1773242495.959553,User-019,started,trace_0387,"44 requests, 28,379 initial tokens"
1773242496.0098453,User-020,started,trace_0116,"430 requests, 18,847 initial tokens"
1773242496.059971,User-021,started,trace_0623,"10 requests, 138,690 initial tokens"
1773242496.1101015,User-022,started,trace_0010,"33 requests, 43,698 initial tokens"
1773242496.1602354,User-023,started,trace_0205,"826 requests, 21,879 initial tokens"
1773242496.2103527,User-024,started,trace_0488,"111 requests, 12,462 initial tokens"
1773242496.2604783,User-025,started,trace_0434,"23 requests, 12,351 initial tokens"
1773242496.3106089,User-026,started,trace_0230,"13 requests, 18,135 initial tokens"
1773242496.3607407,User-027,started,trace_0473,"92 requests, 51,090 initial tokens"
1773242496.410896,User-028,started,trace_0519,"36 requests, 11,729 initial tokens"
1773242496.4610815,User-029,started,trace_0606,"202 requests, 83,315 initial tokens"
1773242496.5112505,User-030,started,trace_0191,"462 requests, 17,696 initial tokens"
1773242496.561378,User-031,started,trace_0642,"156 requests, 71,729 initial tokens"
1773242496.6114986,User-032,started,trace_0430,"21 requests, 8,991 initial tokens"
1773242496.6616187,User-033,started,trace_0101,"179 requests, 19,700 initial tokens"
1773242496.7117424,User-034,started,trace_0062,"249 requests, 20,747 initial tokens"
1773242496.7618606,User-035,started,trace_0209,"150 requests, 18,388 initial tokens"
1773242496.8119857,User-036,started,trace_0195,"124 requests, 18,147 initial tokens"
1773242496.8621125,User-037,started,trace_0575,"34 requests, 95,198 initial tokens"
1773242496.9122376,User-038,started,trace_0228,"70 requests, 17,413 initial tokens"
1773242496.9623604,User-039,started,trace_0285,"466 requests, 89,509 initial tokens"
1773242497.012486,User-040,started,trace_0365,"30 requests, 53,540 initial tokens"
1773242525.1514344,User-041,started,trace_0078,"66 requests, 15,818 initial tokens"
1773242525.202312,User-042,started,trace_0372,"179 requests, 20,583 initial tokens"
1773242525.252586,User-043,started,trace_0577,"155 requests, 44,277 initial tokens"
1773242525.3027735,User-044,started,trace_0538,"12 requests, 12,200 initial tokens"
1773242585.066208,User-045,started,trace_0445,"182 requests, 80,389 initial tokens"
1773242585.1163857,User-046,started,trace_0112,"92 requests, 16,981 initial tokens"
1773242615.0656514,User-047,started,trace_0068,"256 requests, 18,169 initial tokens"
1773242615.1159706,User-048,started,trace_0605,"70 requests, 12,371 initial tokens"
1773242615.1666837,User-049,started,trace_0581,"1926 requests, 11,741 initial tokens"
1773242615.2169077,User-050,started,trace_0102,"124 requests, 22,443 initial tokens"
1773242615.2671838,User-051,started,trace_0354,"95 requests, 20,139 initial tokens"
1773242615.31737,User-052,started,trace_0207,"52 requests, 8,868 initial tokens"
1773242645.1291587,User-053,started,trace_0052,"161 requests, 19,835 initial tokens"
1773242645.179332,User-054,started,trace_0401,"213 requests, 11,997 initial tokens"
1773242645.229596,User-055,started,trace_0459,"30 requests, 11,991 initial tokens"
1773242645.2797666,User-056,started,trace_0303,"188 requests, 19,438 initial tokens"
1773242645.3302152,User-057,started,trace_0123,"842 requests, 21,396 initial tokens"
1773242645.380588,User-058,started,trace_0487,"41 requests, 12,303 initial tokens"
1773242675.1444304,User-059,started,trace_0289,"310 requests, 20,792 initial tokens"
1773242675.1959035,User-060,started,trace_0104,"160 requests, 25,470 initial tokens"
1773242675.2462394,User-061,started,trace_0244,"154 requests, 23,836 initial tokens"
1773242675.2964509,User-062,started,trace_0295,"441 requests, 21,288 initial tokens"
1773242698.0471125,User-052,truncated,trace_0207,"4/52 requests, 74.3% cache hit"
1773242698.0473385,User-063,started,trace_0248,"466 requests, 89,509 initial tokens"
1773242735.1340368,User-064,started,trace_0299,"204 requests, 18,414 initial tokens"
1773242735.1847885,User-065,started,trace_0124,"48 requests, 13,048 initial tokens"
1773242735.2350569,User-066,started,trace_0171,"151 requests, 18,638 initial tokens"
1773242735.2853208,User-067,started,trace_0390,"21 requests, 11,702 initial tokens"
1773242735.3355548,User-068,started,trace_0013,"253 requests, 26,270 initial tokens"
1773242764.287045,User-044,completed,trace_0538,"12/12 requests, 88.6% cache hit"
1773242764.2872577,User-069,started,trace_0329,"298 requests, 20,065 initial tokens"
1773242765.16754,User-070,started,trace_0452,"158 requests, 76,023 initial tokens"
1773242795.1192522,User-071,started,trace_0334,"60 requests, 18,522 initial tokens"
1773242795.1697416,User-072,started,trace_0154,"35 requests, 19,236 initial tokens"
1773242795.2202117,User-073,started,trace_0584,"416 requests, 12,272 initial tokens"
1773242795.2705033,User-074,started,trace_0352,"58 requests, 17,759 initial tokens"
1773242795.3216214,User-075,started,trace_0381,"980 requests, 15,829 initial tokens"
1773242795.3749678,User-076,started,trace_0558,"28 requests, 12,239 initial tokens"
1773242825.1111658,User-077,started,trace_0082,"163 requests, 20,276 initial tokens"
1773242825.16134,User-078,started,trace_0110,"444 requests, 18,259 initial tokens"
1773242825.2114737,User-079,started,trace_0071,"159 requests, 19,484 initial tokens"
1773242825.2622766,User-080,started,trace_0315,"132 requests, 17,644 initial tokens"
1773242825.3125281,User-081,started,trace_0529,"23 requests, 11,733 initial tokens"
1773242825.362651,User-082,started,trace_0393,"54 requests, 9,031 initial tokens"
1773242855.1009142,User-083,started,trace_0181,"106 requests, 15,729 initial tokens"
1773242855.1512108,User-084,started,trace_0003,"80 requests, 17,664 initial tokens"
1773242855.2013965,User-085,started,trace_0020,"21 requests, 20,289 initial tokens"
1773242855.251549,User-086,started,trace_0493,"112 requests, 11,743 initial tokens"
1773242855.3017597,User-087,started,trace_0090,"84 requests, 18,740 initial tokens"
1773242855.3520305,User-088,started,trace_0497,"30 requests, 11,991 initial tokens"
1773242869.0448284,User-032,completed,trace_0430,"21/21 requests, 26.8% cache hit"
1773242869.045077,User-089,started,trace_0444,"41 requests, 11,943 initial tokens"
1773242885.1665049,User-090,started,trace_0156,"219 requests, 19,424 initial tokens"
1773242885.217318,User-091,started,trace_0169,"245 requests, 65,974 initial tokens"
1773242915.117193,User-092,started,trace_0212,"202 requests, 20,654 initial tokens"
1773242915.1673582,User-093,started,trace_0312,"16 requests, 19,472 initial tokens"
1773242915.2175217,User-094,started,trace_0293,"166 requests, 20,227 initial tokens"
1773242915.273177,User-095,started,trace_0170,"270 requests, 19,054 initial tokens"
1773242915.3235397,User-096,started,trace_0121,"188 requests, 18,051 initial tokens"
1773242945.1037598,User-097,started,trace_0023,"90 requests, 18,557 initial tokens"
1773242945.1539938,User-098,started,trace_0153,"96 requests, 57,510 initial tokens"
